oem,hr,fk,offset
003201011,HR 7731,29699,3024061
003201012,HR 7728,31491,3024099
003201013,HR 7471,30467,3024137
003201014,HR 7737,32003,3024175
003201015,HR 7879,34051,3024213
003201016,HR 7630,30467,3024251
003201017,HR 8207,30979,3024289
003201018,HR 7898,35075,3024327
003201019,HR 8491,32771,3024365
003211001,HR 7239,30467,3024403
003220101,HR 6305,28931,3024441
003220102,HR 6307,29699,3024479
003220103,HR 6308,30211,3024517
003220104,HR 6309,30723,3024555
003220105,HR 6316,30467,3024593
003220106,HR 6317,30979,3024631
003220107,HR 6319,31747,3024669
003220108,HR 6306,30979,3024707
003220109,HR 6349,52739,3024745
003220110,HR 6328,49923,3024784
003251001,HR 7468,32515,3024823
003251002,HR 7736,32259,3024861
003251003,HR 7456,32259,3028005
003251007,HR 7627,33283,3028043
003261001,HR 7460,30723,3028081
003261002,HR 8357,32515,3028119
003261003,HR 7462,31747,3028157
003270102,HR 2287 T29,43012,3028195
003281001,HR 8356,32515,3028238
003281002,HR 7679,34563,3028276
003281003,HR 7810,31491,3028314
003281004,HR 7455,33027,3028352
003281005,HR 7494,34051,3028390
003281006,HR 7456,33795,3028428
003281007,HR 7494,34563,3028466
003281008,HR 7456,34307,3028504
003281009,HR 8205,32771,3028542
003281012,HR 7170,31235,3028580
003281014,HR 7736,33795,3028618
003281016,HR 8916,34563,3028656
003301001,HR 7004,27907,3028694
003301002,HR 7026,29187,3028732
003301003,HR 7156,30467,3028770
003301004,HR 7035,29699,3028808
003301005,HR 7041,29187,3028846
003301006,HR 7146,30979,3028884
003301007,HR 7173,31235,3028922
003301008,HR 7125,30723,3028960
003301010,HR 7156,29955,3031077
003301011,HR 7125,29187,3031115
003301012,HR 7040,28419,3031153
003301013,HR 7217,30211,3031191
003301014,HR 7039,30979,3031229
003301015,HR 7472,31491,3031267
003301016,HR 7032,29699,3031305
003301017,HR 7151,30467,3031343
003301018,HR 7180,31235,3031381
003301019,HR 7668,34307,3031419
003301021,HR 7094,30723,3031457
003301022,HR 7151,29443,3031495
003301023,HR 7299,33027,3031533
003301024,HR 7787,33795,3031571
003301025,HR 7254,31235,3031609
003301026,HR 7108,30979,3031647
003301027,HR 7472,32259,3031685
003301029,HR 7026,31491,3031723
003310101,HR 7214,28931,3031761
003310102,HR 7230,28675,3031799
003310103,HR 7253,30211,3031837
003310104,HR 7253,30467,3031875
003310105,HR 7225,30467,3031913
003310106,HR 7353,31235,3031951
003310107,HR 8074,31747,3031989
003310108,HR 7253,31491,3032027
003310109,HR 7230,30467,3034142
003310110,HR 7231,28675,3034180
003310111,HR 7224,29443,3034218
003310112,HR 8066,30979,3034256
003310113,HR 7224,29955,3034294
003311001,HR 7229,30467,3034332
003311002,HR 7228,30467,3034370
003311003,HR 7127,30211,3034408
003311004,HR 7195,31747,3034446
003311005,HR 7269,32515,3034484
003311007,HR 7578,33795,3034522
003311008,HR 7566,33283,3034560
003311009,HR 8970,33539,3034598
003311101,HR 7128,30211,3034636
003311102,HR 7344,30467,3034674
003311103,HR 8077,31747,3034712
003311104,HR 7140,29443,3034750
003311105,HR 6045,30467,3034788
003311106,HR 7131,29955,3034826
003311107,HR 7386,33283,3034864
003311108,HR 7223,30979,3034902
003311110,HR 7218,30211,3034940
003311114,HR 7397,33283,3034978
003311115,HR 7378,33283,3035016
003311116,HR 7378,33539,3035054
003311117,HR 8157,32771,3035092
003311119,HR 7218,32515,3037245
003311122,HR 7287,32515,3037283
003311124,HR 8007,30723,3037321
003311125,HR 7351,31235,3037359
003311126,HR 8055,32003,3037397
003311127,HR 8165,32771,3037435
003311128,HR 8376,34051,3037473
003311129,HR 7376,34051,3037511
003311130,HR 7394,32003,3037549
003311132,HR 80066,44035,3037587
003311134,HR 8006,30723,3037626
003311136,HR 7295,33539,3037664
003311138,HR 8089,34563,3037702
003311139,HR 8010,30723,3037740
003311140,HR 7394,32259,3037778
003311141,HR 8543,31747,3037816
003311142,HR 8002,29443,3037854
003311144,HR 7346,32515,3037892
003311146,HR 7186,33539,3037930
003311147,HR 7241,31747,3037968
003311148,HR 8020,30979,3038006
003311151,HR 8010,29187,3038044
003311153,HR 8336,32515,3038082
003311154,HR 8559,34563,3038120
003311156,HR 7360,32259,3038158
003311159,HR 8700,32771,3040311
003311160,HR 7427,32003,3040349
003311163,HR 7263,32259,3040387
003311166,HR 8700,32259,3040425
003311167,HR 8700,32515,3040463
003311171,HR 8375,33283,3040501
003311172,HR 8700,31491,3040539
003311173,HR 8228,33027,3040577
003311174,HR 6736,33795,3040615
003311175,HR 8619,34563,3040653
003311176,HR 8665,35075,3040691
003311177,HR 8687,36355,3040729
003311178,HR 8775,36099,3040767
003311179,HR 8812,34307,3040805
003311180,HR 8955,34307,3040843
003311181,HR 80271,44547,3040881
003311182,HR 8604,32515,3040920
003311183,HR 8742,33539,3040958
003311186,HR 80066,46339,3040996
003311187,HR 8375,35075,3041035
003311189,HR 8117,34051,3041073
003311190,HR 80270,44291,3041111
003311191,HR 7279,34307,3041150
003311192,HR 8549,34819,3041188
003311193,HR 8469,35331,3041226
003311195,HR 8005,32259,3042355
003311196,HR 8181,33795,3042393
003311197,HR 8664,35587,3042431
003311198,HR 6686,36355,3042469
003311199,HR 8032,33283,3042507
003313001,HR 8029,30723,3042545
003313002,HR 7977,33795,3042583
003313004,HR 8188,33027,3042621
003313101,HR 8368,32515,3042659
003313102,HR 8553,31747,3042697
003313104,HR 7833,32259,3042735
003313106,HR 80264,44803,3042773
003313107,HR 7839,34563,3042812
003313110,HR 8700,29955,3042850
003313111,HR 8962,32771,3042888
003313112,HR 8366,32515,3042926
003313113,HR 7427,32003,3042964
003313114,HR 8336,32259,3043002
003313115,HR 80343,44291,3043040
003313116,HR 8379,34563,3043079
003313117,HR 8771,33795,3043117
003313118,HR 7452,32771,3043155
003313119,HR 8325,33027,3043193
003313120,HR 7927,32771,3043231
003313121,HR 8320,29955,3043269
003313123,HR 80063,43779,3045413
003313125,HR 80223,43779,3045452
003313126,HR 8857,35075,3045491
003313128,HR 80348,46595,3045529
003313129,HR 80269,47363,3045568
003313130,HR 80268,45059,3045607
003313131,HR 8368,33283,3045646
00331313101,HR 8368,58115,3045684
003313132,HR 80067,44803,3045724
003313134,HR 8519,33539,3045763
003313136,HR 80234,44803,3045801
003313137,HR 80098,47107,3045840
003313138,HR 8584,35075,3045879
003313139,HR 8790,35075,3045917
003313141,HR 8031,30211,3045955
003313142,HR 8629,33795,3045993
003313143,HR 8931,33027,3046031
003313144,HR 8927,34563,3046069
003313145,HR 8372,33283,3046107
003313146,HR 7762,34051,3046145
003313147,HR 8789,36867,3046183
003313149,HR 8388,36099,3046221
003313153,HR 6739,34307,3046259
003314007,HR 6043,30979,3046297
003320001,HR 6177,30723,3046335
003320101,HR 8919,32515,3046373
003320102,HR 6701,29443,3048485
003321002,HR 6572,30979,3048523
003321003,HR 6573,31491,3048561
003321004,HR 6595,32771,3048599
003321101,HR 6701,29443,3048637
003321102,HR 6593,32003,3048675
003321103,HR 6700,29699,3048713
003321104,HR 6594,32771,3048751
003321105,HR 6600,29955,3048789
003321107,HR 6590,32515,3048827
003321108,HR 6729,33795,3048865
003321109,HR 6735,33283,3048903
003321111,HR 6609,31491,3048941
003321112,HR 80209,43523,3048979
003321113,HR 6585,32771,3049018
003321114,HR 6560,31235,3049056
003321115,HR 6560,31491,3049094
003321116,HR 6620,30979,3049132
003321117,HR 6569,34307,3049170
003321119,HR 7583,34051,3049208
003321120,HR 6597,33027,3049246
003321127,HR 6450,31747,3049284
003321128,HR 6632,32515,3049322
003321129,HR 80260,44803,3049360
003321131,HR 6721,30723,3049399
003321133,HR 6743,32259,3049437
003321135,HR 6371,32003,3050533
003321136,HR 6021,30211,3050571
003321137,HR 6036,32003,3050609
003321138,HR 6200,30467,3050647
003321141,HR 6742,31747,3050685
003321142,HR 6722,31491,3050723
003321144,HR 6730,31747,3050761
003321145,HR 6741,32515,3050799
003321146,HR 6717,33539,3050837
003321147,HR 6725,33539,3050875
003321149,HR 6740,33283,3050913
003321150,HR 6716,32003,3050951
003321151,HR 6423,30979,3050989
003321152,HR 6717,32771,3051027
003321153,HR 6739,34051,3051065
003321155,HR 6737,34051,3051103
003321156,HR 6423,32259,3051141
003321162,HR 6734,32771,3051179
003321164,HR 6733,33027,3051217
003321165,HR 6744,33795,3051255
003321170,HR 6732,32003,3051293
003321175,HR 6591,34051,3051331
003321178,HR 6730,33539,3051369
003321179,HR 6592,35331,3051407
003321185,HR 6729,35075,3051445
003321186,HR 6731,33539,3051483
003322101,HR 6701,29699,3054622
003322105,HR 6600,30211,3054660
003323101,HR 8919,33283,3054698
003323102,HR 8196,32771,3054736
003323103,HR 8620,30979,3054774
003323104,HR 80231,43011,3054812
003323105,HR 80230,43011,3054851
003323106,HR 80098,46339,3054890
003323107,HR 80223,44035,3054929
003323108,HR 8800,32259,3054968
003323109,HR 8800,32515,3055006
003323110,HR 7424,30723,3055044
003323111,HR 8339,32515,3055082
003323112,HR 8366,32771,3055120
003323113,HR 7057,32003,3055158
003323115,HR 8340,31491,3055196
003323116,HR 8421,31747,3055234
003323118,HR 80222,44291,3055272
003323119,HR 8889,37123,3055311
003323120,HR 8526,32003,3055349
003323121,HR 8598,34563,3055387
003323122,HR 8627,33027,3055425
003323123,HR 8583,33539,3055463
003330001,HR 6062,29187,3055501
003330002,HR 6009,29699,3055539
003330003,HR 6003,28419,3055577
003330004,HR 6089,32285,3058716
003330005,HR 6149,31747,3058754
003330006,HR 6060,29955,3058792
003330007,HR 6032,29955,3058830
003330008,HR 6045,31235,3058868
003330009,HR 6159,33027,3058906
003330010,HR 6158,30723,3058944
003330011,HR 6145,29955,3058982
003330012,HR 6154,30211,3059020
003330014,HR 5646,32003,3059058
003330101,HR 6005,28675,3059096
003330102,HR 6057,30723,3059134
003330103,HR 6157,31235,3059172
003330104,HR 6113,29443,3059210
003330105,HR 6284,32003,3059248
003330106,HR 6182,31491,3059286
003330107,HR 6160,30723,3059324
003330108,HR 6160,30979,3059362
003330109,HR 6150,30979,3059400
003330110,HR 6175,30723,3059438
003330111,HR 6144,29955,3059476
003330112,HR 6388,52483,3059514
003330113,HR 6293,31747,3059553
003330114,HR 7462,31747,3059591
003330115,HR 6179,33027,3059629
003330116,HR 6181,31491,3059667
003331001,HR 6174,30467,3060796
003331002,HR 6004,28675,3060834
003331003,HR 6295,32003,3060872
003331004,HR 6224,30211,3060910
003331101,HR 6256,30979,3060948
003331102,HR 6100,28163,3060986
003331103,HR 6119,30979,3061024
003331104,HR 6167,32003,3061062
003331105,HR 6063,30979,3061100
003331106,HR 6169,33027,3061138
003331107,HR 6257,32771,3061176
003331108,HR 6475,33539,3061214
003331109,HR 6223,31491,3061252
003331110,HR 6278,32003,3061290
003331111,HR 6288,32515,3061328
003331112,HR 6255,31235,3061366
003331113,HR 6134,30467,3061404
003331114,HR 6155,31491,3061442
003331115,HR 6389,34051,3061480
003331116,HR 6252,31491,3061518
003331118,HR 6253,32259,3061556
003331119,HR 6132,31491,3061594
003331120,HR 6294,31747,3061632
003331121,HR 6387,32771,3061670
003331122,HR 6008,30467,3061708
003331124,HR 6268,33027,3063861
003331125,HR 6053,31235,3063899
003331126,HR 7128,32515,3063937
003331127,HR 8218,33027,3063975
003333119,HR 8889,37379,3064013
003341001,HR 6021,28419,3064051
003341002,HR 6173,30723,3064089
003341003,HR 6173,30979,3064127
003341004,HR 7950,32259,3064165
003341005,HR 6200,29187,3064203
003341007,HR 6043,30979,3064241
003341008,HR 6356,33027,3064279
003341101,HR 6036,30211,3064317
003341102,HR 6063,30467,3064355
003341103,HR 6178,32515,3064393
003341104,HR 6088,32771,3064431
003341105,HR 6237,32003,3064469
003341106,HR 6543,32259,3064507
003341107,HR 6468,34051,3064545
003341108,HR 6351,32003,3064583
003341109,HR 6383,33539,3064621
003341110,HR 6021,28675,3064659
003341111,HR 6163,30723,3064697
003341112,HR 6450,30723,3064735
003341113,HR 6169,32771,3064773
003341114,HR 6203,30211,3067941
003341120,HR 6498,33539,3067979
003341121,HR 6591,32259,3068017
003344480,HR 8827,36099,3068055
003350001,HR 7302,29187,3068093
003350002,HR 7301,29187,3068131
003350003,HR 7317,31235,3068169
003350004,HR 7305,30723,3068207
003350005,HR 7306,31235,3068245
003350006,HR 7309,32259,3068283
003350101,HR 7325,30723,3068321
003350102,HR 7309,31491,3068359
003350103,HR 7322,30467,3068397
003350104,HR 7317,31747,3068435
003350105,HR 7308,32003,3068473
003350106,HR 7323,31491,3068511
003350107,HR 7310,30723,3068549
003350108,HR 7315,32259,3068587
003350110,HR 7321,29699,3068625
003361101,HR 7384,32515,3068663
003370001,HR 6062,30211,3068701
003370101,HR 6456,32259,3068739
003370102,HR 6260,30723,3068777
003370103,HR 6245,31747,3068815
003370104,HR 6120,29955,3068853
003370105,HR 6272,32259,3068891
003370106,HR 6067,33027,3069982
003370107,HR 6170,32003,3070020
003370108,HR 6373,33539,3070058
003370109,HR 6075,33539,3070096
003370110,HR 6647,32771,3070134
003370111,HR 6272,31491,3070172
003370112,HR 6120,29699,3070210
003370113,HR 6165,32259,3070248
003370114,HR 6463,32771,3070286
003370115,HR 6460,32259,3070324
003370116,HR 6067,33283,3070362
003370117,HR 6463,33539,3070400
003370118,HR 6462,33539,3070438
003370119,HR 6459,35331,3070476
003381001,HR 7355,32259,3070514
003381002,HR 7566,33539,3070552
003381003,HR 7285,33283,3070590
003381004,HR 7238,33027,3070628
003381005,HR 7127,32515,3070666
003381006,HR 7578,35331,3070704
003381008,HR 7163,33283,3070742
003381009,HR 7270,33283,3070780
003381010,HR 7269,33283,3070818
003381011,HR 7195,33027,3070856
003381101,HR 7196,33283,3070894
003381102,HR 7296,33795,3070932
003381106,HR 7018,32771,3073085
003381107,HR 7271,33283,3073123
003390001,HR 6081,30979,3073161
003390002,HR 6141,30467,3073199
003390003,HR 6040,30211,3073237
003390004,HR 6133,31235,3073275
003390005,HR 6140,30979,3073313
003390006,HR 6357,33795,3073351
003390007,HR 6196,34307,3073389
003390008,HR 6205,32259,3073427
003390009,HR 6285,34563,3073465
003390010,HR 6096,32515,3073503
003390110,HR 6096,32771,3073541
0034,HR 3120,30466,3073579
003400001,HR 6412,28419,3073612
003400002,HR 6400,27907,3073650
003400003,HR 7400,28419,3073688
003400004,HR 6409,30723,3073726
003400005,HR 6404,29699,3073764
003400006,HR 6413,29955,3073802
003400007,HR 6403,29955,3073840
003410001,HR 7400,28163,3073878
003410002,HR 7401,28675,3073916
003410003,HR 7401,28931,3073954
003410004,HR 7403,29699,3073992
003411110,HR 6063,29699,3076145
003440001,HR 7973,32771,3076183
003441001,HR 7814,31491,3076221
003441002,HR 7973,33283,3076259
003441003,HR 7950,32259,3076297
003441004,HR 7950,32515,3076335
003441005,HR 8118,32003,3076373
003441006,HR 7815,33027,3076411
003441007,HR 7754,33795,3076449
003441008,HR 80326,45315,3076487
003441009,HR 8417,33539,3076526
003441010,HR 8600,29955,3076564
003441011,HR 7774,33027,3076602
003441012,HR 7950,32259,3076640
003441013,HR 7451,31491,3076678
003441014,HR 8597,34819,3076716
003441015,HR 7971,33795,3076754
003441017,HR 8124,32003,3076792
003441019,HR 80340,44803,3076830
003441020,HR 8545,32259,3076869
003441024,HR 7813,32515,3076907
003441027,HR 8162,32771,3076945
003441029,HR 8119,33795,3076983
003441030,HR 7856,33539,3077021
003471102,HR 7833,33027,3077059
003481101,HR 6610,30979,3079205
003491001,HR 8029,32515,3079243
003491002,HR 7977,35587,3079281
003491004,HR 8188,34819,3079319
003491101,HR 8368,34307,3079357
003491102,HR 8553,33539,3079395
003491104,HR 7833,34051,3079433
003491107,HR 7839,36355,3079471
003581105,HR 80259,47363,3079509
003581106,HR 80258,47363,3079548
003581107,HR 80237,46851,3079587
003582101,HR 80262,45059,3079626
003582102,HR 80226,45315,3079665
003582104,HR 80267,47107,3079704
003582105,HR 80266,47107,3079743
003582106,HR 80077,47363,3079782
003583102,HR 80261,45315,3079821
003583103,HR 80265,46595,3079860
003583105,HR 80236,46595,3079899
003583302,HR 80263,46339,3079938
003583306,HR 80235,47107,3079977
0036,HR 3507,33282,3080016
0036 1794 0003,HR 6261,23044,3080049
0036 1794 0004,HR 6261,23300,3080092
0036 1794 0006,HR 6261,23812,3080135
0036 1846 0001,HR 6261,22020,3082298
0036 1846 0002,HR 6261,22276,3082341
0036 1846 0003,HR 6261,22532,3082384
0036 1846 0004,HR 6261,22788,3082427
0036 1916 0001,HR 6262,21764,3082470
0036 1969 0001,HR 6263,24068,3082513
0036 2002 0002,HR 6542,18948,3082556
0036 2002 0003,HR 6542,19204,3082599
0036 2003 0006,HR 6541,19972,3082642
0036 2003 0007,HR 6542,20484,3082685
0036 2055 0007,HR 6705,22532,3082728
0036 2055 1002,HR 6705,21508,3082771
0036 2112 0002,HR 6000,16644,3082814
0036 2112 0003,HR 6000,16900,3082857
0036 2123 0001,HR 7702,19460,3082900
0036 2123 0002,HR 7702,19716,3082943
0036 2135 0001,HR 6480,20740,3082986
0036 2135 0002,HR 6481,21252,3083029
0036 2140 0001,HR 6493,20740,3083072
0036 3003 0006,HR 6541,20228,3083115
0036 3071 0001,HR 80128,33284,3083158
0036 3071 0005,HR 80128,34308,3083202
0036 4071 0001,HR 80128,33540,3085367
0036 4071 0004,HR 80128,34308,3085411
0036 4071 0005,HR 80128,34564,3085455
0036 4071 0007,HR 80128,35076,3085499
0036 4085 0003,HR 6474,23556,3085543
0036 4087 0001,HR 7282,23044,3085586
0036 4087 0003,HR 7282,23556,3085629
0036 4088 0001,HR 7347,23812,3085672
0036 4088 0003,HR 7347,24324,3085715
0036 4093 0001,HR 6472,22276,3085758
0036 4093 0002,HR 6472,22532,3085801
0036 8026 0001,HR 80017,33796,3085844
0036010203,HR 6265,63747,3085888
00361794-0004,HR 6261,18436,3085928
003617940003,HR 6261,6660,3085970
003617940004,HR 6261,6916,3086011
003617940006,HR 6261,7428,3086052
003618460001,HR 6261,5636,3086093
003618460002,HR 6261,5892,3086134
003618460003,HR 6261,6148,3086175
003618460004,HR 6261,6404,3086216
003618460006,HR 6261,6916,3086257
003619160001,HR 6262,5380,3086298
003619690001,HR 6263,7684,3087397
00362002-0002,HR 6542,14084,3087438
00362002-0003,HR 6542,14340,3087480
003620020002,HR 6542,2564,3087522
003620020003,HR 6542,2820,3087563
00362003-0007,HR 6542,15620,3087604
003620030006,HR 6541,3588,3087646
003620030007,HR 6542,4100,3087687
00362055-0007,HR 6705,17668,3087728
003620550007,HR 6705,6148,3087770
003620551002,HR 6705,5124,3087811
00362112-0003,HR 6000,12036,3087852
003621120002,HR 6000,260,3087894
003621120003,HR 6000,516,3087935
00362123-0001,HR 7702,14596,3087976
00362123-0002,HR 7702,14852,3088018
003621230001,HR 7702,3076,3088060
003621230002,HR 7702,3332,3088101
00362135-0001,HR 6480,15876,3088142
00362135-0002,HR 6481,16388,3088184
003621350001,HR 6480,4356,3088226
003621350002,HR 6481,4868,3088267
003621400001,HR 6493,4356,3088308
00363003-0006,HR 6541,15364,3088349
003630030006,HR 6541,3844,3090469
00364071-0001,HR 80128,48388,3090510
00364071-0004,HR 80128,29444,3090554
00364071-0005,HR 80128,49412,3090597
00364071-0007,HR 80128,30212,3090641
003640710001,HR 80128,36868,3090684
003640710004,HR 80128,17924,3090727
003640710005,HR 80128,37892,3090769
003640710007,HR 80128,18692,3090812
00364085-0003,HR 6474,18692,3090854
003640850003,HR 6474,7172,3090896
00364087-0001,HR 7282,18180,3090937
00364087-0003,HR 7282,18692,3090979
003640870001,HR 7282,6660,3091021
