oem,hr,fk,offset
036 577 5,HR 8218,28163,985145
036-01907/0.6,HRT 233 BP,4613,985183
036-01908/0.5,HRT 228 BP,5637,985228
036948,HR 7007,62978,985273
037024,HR 6552,60418,985308
03738400,HR 6195,22531,985343
037478,HR 7016,62722,985380
037518,HR 7027,61954,985415
037568,HR 7072,63234,985450
037818,HR 7063,62722,985485
037838,HR 7065,63746,985520
037858,HR 7069,65282,985555
037868,HR 7018,64002,985590
037888,HR 7071,64258,985625
037918,HR 7062,62722,985660
037948,HR 7113,62722,985695
038428,HR 7114,61442,985730
038888,HR 7028,65026,985765
038908,HR 7067,64002,985800
03965 B,HR 7059,10243,985835
039658,HR 7059,65026,985871
039818,HR 7107,62978,985906
039958,HR 7037,64770,985941
04090002078,HR 8435,60419,985976
04090002087,HR 8432,59651,986016
042 048 9,HR 6573,27139,986056
042 145 3,HR 8275,25347,988209
042 439 0,HR 8055,25091,988247
043 T 220021,HR 6283,3844,988285
043001,HRT 507,515,988326
04311-0014,HR 7471,43011,988361
04312-0014,HR 7471,43267,988400
04312-0022,HR 7503,41987,988439
043213005,HR 8169,33795,988478
043213005 P,HR 8169,62467,988516
043213008,HR 8169,34563,988556
043213008 F,HR 8169,60675,988594
043213009,HR 8169,34819,988634
043213009 F,HR 8169,60931,988672
043214002,HR 7742,32259,988712
0432140021,HR 7742,44803,988750
043214003,HR 7743,32771,988789
0432140031,HR 7743,45315,988827
043214008,HR 7913,33795,988866
0432140081,HR 7913,46339,988904
043214009,HR 7171,52739,988943
043214009 Q,HR 7171,16132,988982
043214013,HR 8498,35075,989023
0432140131,HR 8498,47619,989061
043214021 Q,HR 8140,59651,989100
0432140210,HR 8140,43011,989140
043219003 A,HR 8464,59139,992318
0432200101,HR 7989,47107,992358
043220011,HR 7636,32003,992397
043220011 W,HR 7636,62467,992435
0432200111,HR 7636,44547,992475
0432200121,HR 7989,47619,992514
043220013,HR 7636,32515,992553
043220013 W,HR 7636,62979,992591
0432200131,HR 7636,45059,992631
043220015,HR 7636,33027,992670
0432200161,HR 7829,46851,992708
0432200162,HR 7829,47107,992747
043220018,HR 7696,35331,992786
043220018 W,HR 7696,260,992824
0432200181,HR 7696,47875,992864
043220019,HR 7676,35075,992903
043220019 W,HR 7676,4,992941
0432200191,HR 7676,47619,992981
043220025,HR 7697,35075,993020
043220025 W,HR 7697,4,993058
0432200251,HR 7697,47619,993098
043220026,HR 7905,33283,993137
043220030,HR 8463,32003,993175
0432200301,HR 8463,44547,993213
043221008,HR 7754,34051,993252
043221008 P,HR 7754,62723,995365
0432214009 Q,HR 7171,9220,995405
043225002,HR 8355,33027,995446
043227001,HR 8131,31235,995484
0432270012,HR 8131,44035,995522
043227002,HR 8133,32003,995561
0432270022,HR 8133,44803,995599
0432270042,HR 8131,44803,995638
0432320012,HR 8557,46083,995677
04324,HR 2274 T37S,13316,995716
0433227001,HR 8131,44291,995756
043714002,HR 7460,32771,995795
043714002 J,HR 7460,59907,995833
0437140021,HR 7460,45315,995912
043714002J,HR 7460,51715,995873
04374013 W,HR 7226,5380,995951
043740131,HR 7226,52995,995991
04377140021,HR 7460,59395,996030
044 115 4,HR 7497,26627,996070
044 224 4,HR 6566,25859,996108
044 984 3,HR 7388,29699,996146
044040-002,HR 46099,11780,996184
044042-00,HR 2287 T28,41732,996225
044042-000,HR 2287 T28,54020,996268
045 787 9,HR 7292,30211,996312
047 105 125,HR 6495,7680,997403
047 105 177,HR 8357,53507,997443
047 105 178,HR 8357,53763,997483
047 105 180,HR 7651,50947,997523
047 105 189,HR 7865,55043,997563
047 105 198,HR 7678,55555,997603
047 105 200,HR 7750,49155,997643
047 105 220,HR 7745,50691,997683
047 105 230,HR 7638,51203,997723
047 105 266,HR 8231,50947,997763
047 105 283,HR 7637,52995,997803
047 105 289,HR 7865,55299,997843
047 105 648,HR 7766,9220,997883
047 105 649,HR 7798,10756,997924
047 105 651,HR 7798,8964,997965
047 105 660,HR 7798,8964,998006
047 105 673,HR 46138,19972,998047
047-10-5125,HR 6495,58627,1000478
047-10-5177,HR 8357,60163,1000518
047-10-5178,HR 8357,60419,1000558
047-10-5180,HR 7651,57603,1000598
047-10-5189,HR 7865,61699,1000638
047-10-5198,HR 7678,62211,1000678
047-10-5200,HR 7750,55811,1000718
047-10-5220,HR 7745,57347,1000758
047-10-5230,HR 7638,57859,1000798
047-10-5266,HR 8231,57603,1000838
047-10-5283,HR 7637,59651,1000878
047-10-5289,HR 7865,61955,1000918
047-10-5648,HR 7766,15876,1000958
047-10-5649,HR 7798,17412,1000999
047-10-5651,HR 7798,15620,1001040
047-10-5660,HR 7798,15620,1001081
047-10-5673,HR 46138,26628,1001122
047.810028,HR 7324,46595,998089
047.951054,HR 9643,49411,998128
047.951925,HR 9530,49923,998167
047.952270,HR 9609,50179,998206
047.953697,HR 9814,53251,998245
047.969564,HR 9652,53251,998284
047.978288,HR 9813,53763,998323
047.991401,HR 6024,46851,998362
048 214 1,HR 7871,25859,1001164
05 F 13423 A 1,HR 7705,41988,1001202
050 212 0,HR 7594,23811,1001246
050 954 7,HR 6600,25603,1001284
0501-051104-00,HR 8466,27908,1001322
051.102,HR 7451,4611,1001365
051.258,HR 7239,8707,1001401
051.259,HR 7145,7939,1001437
051.319,HR 6021,5123,1002526
051.333,HR 6036,5635,1002562
051.346,HR 7040,5635,1002598
051.358,HR 7032,6659,1002634
051.551,HR 7503,6147,1002670
051.577,HR 7126,8451,1002706
051.581,HR 7242,6915,1002742
051.592,HR 7218,8195,1002778
051.593,HR 9555,9987,1002814
051.597,HR 7578,11779,1002850
051.624,HR 7583,8451,1002886
051.632,HR 9555,8451,1002922
051.644,HR 9555,9219,1002958
051.645,HR 7578,10243,1002994
051.650,HR 9555,8451,1003030
051.653,HR 9555,9219,1003066
051.656,HR 7218,8451,1003102
051.657,HR 7242,7939,1003138
051.658,HR 7578,11267,1003174
051.659,HR 7218,9219,1003210
051.660,HR 7242,6403,1003246
051.663,HR 7566,9475,1003282
051.664,HR 7242,7427,1003318
051.665,HR 7218,8451,1003354
051.666,HR 7578,11011,1003390
051.672,HR 7594,9731,1003426
051.674,HR 7594,10243,1003462
051.681,HR 7583,9219,1005605
051.682,HR 9104,7171,1005641
051.684,HR 7583,9987,1005677
051.688,HR 9104,8707,1005713
051.690,HR 7218,7939,1005749
051.697,HR 8007,8963,1005785
051.698,HR 8041,8707,1005821
051.698-01,HR 8041,45059,1005857
051.698-11.1,HR 8041,4100,1005896
051.713,HR 8122,5635,1005937
051.716,HR 8041,6403,1005973
051.716-02,HR 8041,43011,1006009
051.716-02 S,HR 8041,6916,1006048
051.726,HR 8122,6659,1006089
051.726-01,HR 8122,43011,1006125
051.739,HR 8010,6659,1006164
051.748,HR 8030,7171,1006200
051.753,HR 8030,6147,1006236
051.756,HR 8051,7683,1006272
051.759,HR 8008,8963,1006308
051.760,HR 8008,6915,1006344
051.764,HR 8043,7683,1006380
051259,HR 7145,61698,1006416
0517539014,HR 8122,47619,1006451
053 095 6,HR 6513,25859,1007719
053 X 0528-001,HR 7717,51716,1006490
053 X 0617-001,HR 8367,51972,1006534
053 X 0642-001,HR 8599,53252,1007675
054 499 9,HR 6580,29955,1007757
055 564 9,HR 8194,29187,1007795
056 659 6,HR 7848,50947,1007833
056.013 TR 1,HR 8051,11268,1007872
057.034,HR 8417,7939,1007913
057.034 EL 1,HR 8417,8452,1007949
057.034 TR 1,HR 8417,13828,1007990
057.334,HR 8366,9475,1008031
057.334 EL 1,HR 8366,9988,1008067
057.534,HR 8336,9219,1008108
057.534 EL 1,HR 8336,9732,1008144
057.534 EL 2,HR 8368,11268,1008185
057.534 OG 1,HR 8336,11012,1008226
057.534 TR 1,HR 8368,16388,1008267
057.834 EL 2,HR 8650,10500,1008308
057034,HR 8417,61698,1008349
057334,HR 8366,63234,1008384
057534,HR 8336,62978,1008419
057534 EL 2,HR 8368,65027,1008454
057534 TR 1,HR 8336,3332,1008494
058.013,HR 8030,5123,1008534
058.013 EL 3,HR 8030,6148,1008570
058.013 TR 1,HR 8051,11780,1010725
058.013 TR 4,HR 8030,11780,1010766
058.141,HR 8041,6147,1010807
058.141 TR 1,HR 8041,12036,1010843
058.341,HR 8010,5635,1010884
058.341 TR 1,HR 8010,11524,1010920
058.341 TR 2,HR 8010,11780,1010961
058.413,HR 8030,6147,1011002
058.413 EL 1,HR 8030,6660,1011038
058.413 TR 1,HR 8030,12036,1011079
058.421 TR 1,HR 8122,12292,1011120
058.423,HR 8008,7683,1011161
058.423 TR 1,HR 8008,13572,1011197
058.534 EL 1,HR 8336,9988,1011238
058.534 EL 2,HR 8368,11524,1011279
058.534 TR 1,HR 8336,15364,1011320
058.534 TR 2,HR 8368,16900,1011361
058.541,HR 8007,7683,1011402
058.541 TR 1,HR 8007,13572,1011438
058013,HR 8030,58882,1011479
058413,HR 8030,59906,1011514
059.544,HR 9104,8451,1011549
05927493,HR 1514,23555,1011585
06 D-3-083-001,HR 7156,27908,1011622
06 D-3-083-002,HR 7156,28164,1011665
06 D-3-087-001,HR 7026,27908,1014852
06 D-3-088-001,HR 7125,28164,1014895
06 D-3-093-001,HR 6173,27652,1014938
06 D-3-095-001,HR 7538,29700,1014981
06 D-3-095-002,HR 7538,29956,1015024
06 D-3-095-003,HR 7538,30212,1015067
06 D-3-304-002,HR 2280 T12S,36101,1015110
06 D-3-512-001,HR 6173,26628,1015158
061 740 7,HR 7973,27907,1015635
061 981 7,HR 7839,29955,1015673
061576,HR 6467,64002,1015711
061690,HR 6265,16387,1015746
062 566 5,HR 5725,27395,1017893
064 007 9,HRT 202,31747,1017931
064 018 1,HRT 202,30211,1017969
064 019 7,HRT 505,33539,1018007
064 080 1,HRT 207,31235,1018045
064 080 2,HRT 242 BP,11268,1018083
0640 079,HRT 202,23555,1018124
0640 181,HRT 202,22019,1018161
0640 197,HRT 505,25347,1018198
0640 801,HRT 207,23043,1018235
0640 802,HRT 242 BP,3076,1018272
0693,HR 1910,34562,1018312
06D3083001,HR 7156,50691,1015201
06D3083002,HR 7156,50947,1015240
06D3084001,HR 7026,49923,1015279
06D3087001,HR 7026,50691,1015318
06D3088001,HR 7125,50947,1015357
06D3093001,HR 6173,50435,1015396
06D3095001,HR 7538,52483,1015435
06D3095002,HR 7538,52739,1015474
06D3095003,HR 7538,52995,1015513
06D3304002,HR 2280 T12S,58884,1015552
06D3512001,HR 6173,49411,1015596
0702022,HR 6052,5123,1018345
0702722,HR 6052,6915,1018381
07090048626,HR 8642,63491,1018417
07170,HR 7662,48642,1018457
07171,HR 7662,48898,1018491
07172,HR 7662,49154,1018525
07173,HR 7662,49410,1018559
07180,HR 7650,48130,1018593
07181,HR 7650,48386,1018627
07182,HR 7650,48642,1018661
07183,HR 7650,48898,1018695
07184,HR 7650,49154,1018729
072591,HR 3658,63490,1018763
072592,HR 3657,63490,1018798
0731003,HR 7470,6659,1018833
075377,HR 2269 T10S,8708,1020984
075379,HR 502,49154,1021024
075516,HR 185,49154,1021058
075518,HR 185,49666,1021092
075532,HR 5126,60930,1021126
076475,HR 0068 T3S,61187,1021161
076758,HR 185,51458,1021200
077118,HR 1622,60674,1021234
079-06099/0.3,HR 1664,20484,1021269
079120,HR 2115,58882,1021311
079129,HR 2115,61186,1021346
079129.000,HR 2115,44291,1021381
079987,HR 2274 T28S,12804,1021420
08010,HR 7656,47874,1021460
08011,HR 7656,48130,1021494
08020,HR 8332,46082,1021528
08021,HR 8332,46338,1021562
08022,HR 8332,46594,1021596
08023,HR 8332,46850,1021630
08024,HR 8332,47106,1021664
08030,HR 7662,47618,1021698
08031,HR 7662,47874,1021732
08032,HR 7662,48130,1021766
08033,HR 7662,48386,1021800
08034,HR 7662,48642,1021834
08050,HR 7659,49666,1021868
08051,HR 7659,49922,1021902
08052,HR 7659,50178,1024037
08053,HR 7659,50434,1024071
08054,HR 7659,50690,1024105
08060,HR 7660,47874,1024139
08061,HR 7660,48130,1024173
08062,HR 7660,48386,1024207
08063,HR 7660,48642,1024241
08064,HR 7660,48898,1024275
08070,HR 7661,48386,1024309
08071,HR 7661,48642,1024343
08072,HR 7661,48898,1024377
08073,HR 7661,49154,1024411
08074,HR 7661,49410,1024445
08080,HR 7650,48130,1024479
08081,HR 7650,48386,1024513
08082,HR 7650,48642,1024547
08083,HR 7650,48898,1024581
08084,HR 7650,49154,1024615
08110,HR 8272,46850,1024649
08111,HR 8272,47106,1024683
08112,HR 8272,47362,1024717
08113,HR 8272,47618,1024751
08130,HR 7650,47106,1024785
08131,HR 7650,47362,1024819
08132,HR 7650,47618,1024853
08133,HR 7650,47874,1024887
08134,HR 7650,48130,1024921
08140,HR 7662,48130,1024955
08141,HR 7662,48386,1024989
08142,HR 7662,48665,1026076
08150,HR 8252,47362,1026110
08151,HR 8252,47618,1026144
08152,HR 8252,47874,1026178
08153,HR 8252,48130,1026212
08154,HR 8252,48386,1026246
08160,HR 8255,48386,1026280
08161,HR 8255,48642,1026314
08162,HR 8255,48898,1026348
08163,HR 8255,49154,1026382
08164,HR 8255,49410,1026416
08170,HR 8257,49154,1026450
08171,HR 8257,49410,1026484
08172,HR 8257,49666,1026518
08173,HR 8257,49922,1026552
08174,HR 8257,50178,1026586
08190,HR 8254,48898,1026620
08191,HR 8254,49154,1026654
08192,HR 8254,49410,1026688
08193,HR 8254,49666,1026722
08194,HR 8254,49922,1026756
08200,HR 8256,47362,1026790
08201,HR 8256,47618,1026824
08202,HR 8256,47874,1026858
08203,HR 8256,48130,1026892
08204,HR 8256,48386,1026926
08210,HR 8290,47106,1026960
08211,HR 8290,47362,1026994
08212,HR 8290,47618,1027028
08214,HR 8290,48130,1030197
0905-030003-00,HR 7444,27396,1030231
09246.836.01,HR 1836,7940,1030274
09246.838.01,HR 1538,8196,1030315
09246.846.21,HR 1546,8196,1030356
093-00057/0.7,HR 9505,17924,1030397
093-01001/0.2,HR 9305,13572,1030439
093-01003/0.0,HR 9314,13572,1030481
093-01004/0.9,HR 9637,18180,1030523
093-01006/0.7,HR 9314,16132,1030565
093-01009/0.4,HR 9305,16132,1030607
093-01010/0.1,HR 9649,16132,1030649
093-01012/0.9,HR 9802,16388,1030691
093-01012/1.7,HR 9802,16132,1030733
093-01013/0.8,HR 9507,16900,1030775
093-01014/0.7,HR 9505,16388,1030817
093-01015/1.4,HR 9417,16644,1030859
093-01016/0.5,HR 9418,17156,1030901
093-01019/0.2,HR 9801,16132,1030943
093-01019/1.0,HR 9801,15876,1030985
093-01020/0.9,HR 9526,16900,1031027
093-01021/0.8,HR 9801,15876,1031069
093-01022/0.7,HR 9527,17156,1031111
093-01025/0.4,HR 9425,16388,1033272
093-01025/2.0,HR 9425,15876,1033314
093-01026/3.7,HR 9527,18948,1033356
093-01028/0.1,HR 9424,16132,1033398
093-01029/0.0,HR 9431,15620,1033440
093-01036/0.1,HR 9436,16644,1033482
093-01037/0.0,HR 9432,15620,1033524
093-01038/0.9,HR 9436,19204,1033566
093-01040/0.5,HR 9442,15620,1033608
093-01041/0.1,HR 9527,15876,1033650
093-01042/0.3,HR 9467,17412,1033692
093-01043/0.2,HR 9436,16388,1033734
093-01048/1.5,HR 9443,18180,1033776
093-01049/0.6,HR 9444,18692,1033818
093-01050/0.2,HR 9450,14852,1033860
093-01052/0.0,HR 9452,15364,1033902
093-01052/1.8,HR 9452,17668,1033944
093-01053/0.9,HR 9454,18436,1033986
093-01053/1.7,HR 9454,18180,1034028
093-01055/0.7,HR 9442,17668,1034070
093-01056/0.6,HR 9464,18692,1034112
093-01057/0.5,HR 9462,18180,1034154
093-01059/0.3,HR 9442,17668,1034196
093-01060/0.0,HR 9483,8192,1035291
093-01061/0.9,HR 9469,19716,1035333
093-01061/1.7,HR 9469,19460,1035375
093-01062/0.8,HR 9868,20484,1035417
093-01064/0.6,HR 9476,19204,1035459
093-01065/0.5,HR 9436,18180,1035501
093-01067/0.3,HR 9482,18436,1035543
093-01069/0.1,HR 9491,18436,1035585
0930005707,HR 9505,48131,1035627
0930100102,HR 9305,43779,1035666
0930100300,HR 9314,43779,1035705
0930100409,HR 9637,48387,1035744
0930100607,HR 9314,46339,1035783
0930100904,HR 9305,46339,1035822
0930101001,HR 9649,46339,1035861
0930101209,HR 9802,46595,1035900
0930101217,HR 9802,46339,1035939
0930101308,HR 9507,47107,1035978
0930101407,HR 9505,46595,1036017
0930101514,HR 9417,46851,1036056
0930101605,HR 9418,47363,1036095
0930101902,HR 9801,46339,1036134
0930101910,HR 9801,46083,1036173
0930102009,HR 9526,47107,1036212
0930102108,HR 9801,46083,1036251
0930102207,HR 9527,47363,1039391
0930102405,HR 9802,46339,1039430
0930102504,HR 9425,46595,1039469
0930102520,HR 9425,46083,1039508
0930102637,HR 9527,49155,1039547
0930102801,HR 9424,46339,1039586
0930102900,HR 9431,45827,1039625
0930103601,HR 9436,46851,1039664
0930103700,HR 9432,45827,1039703
0930103809,HR 9436,49411,1039742
0930104005,HR 9442,45827,1039781
0930104101,HR 9527,46083,1039820
0930104302,HR 9436,46595,1039859
0930104815,HR 9443,48387,1039898
0930104906,HR 9444,48899,1039937
0930105002,HR 9450,45059,1039976
0930105200,HR 9452,45571,1040015
0930105218,HR 9452,47875,1040054
0930105309,HR 9454,48643,1040093
0930105317,HR 9454,48387,1040132
0930105606,HR 9464,48899,1040171
0930105705,HR 9462,48387,1040210
0930105903,HR 9442,47875,1040249
0930106000,HR 9483,46339,1040288
0930106109,HR 9469,49923,1040327
0930106208,HR 9868,50691,1042482
0930106406,HR 9476,49411,1042521
0930106505,HR 9436,48387,1042560
0930106703,HR 9482,48643,1042599
0930106901,HR 9491,48643,1042638
094-00005/0.8,HR 2267,16132,1042677
094-00007/0.6,HR 2266 R,45060,1042719
094-00014/0.7,HR 2277 TS,1541,1042763
094-00020/0.9,HR 2080/10,50692,1042808
094-00021/0.8,HR 3606,15108,1042853
094-00028/0.1,HR 1810,13828,1042895
094-00030/0.7,HR 1808,15364,1042937
094-00031/0.6,HR 5568,17156,1042979
094-00033/0.4,HR 1816,15108,1043021
094-00035/0.2,HR 5565,16388,1043063
094-00037/0.0,HR 1811,13828,1043105
094-00040/0.5,HR 2279 T5SR,35845,1043147
094-01001/0.0,HR 2279 T6SR,34309,1043194
094-01002/0.9,HR 5611,14852,1043241
094-01005/0.6,HR 1868,17412,1043283
094-01006/0.5,HR 6102,13828,1043325
094-01006/2.1,HR 6102,13316,1043367
094-01008/0.3,HR 5649,17668,1043409
094-01010/0.9,HR 5650,15364,1044546
094-01012/0.7,HR 1811,14084,1044588
094-01013/0.6,HR 5612,14852,1044630
094-01014/0.5,HR 7038,15876,1044672
094-01016/0.3,HR 5650,15364,1044714
094-01017/0.2,HR 6031,13828,1044756
094-01018/1.9,HR 6031,16132,1044798
094-01019/0.0,HR 18001,26116,1044840
094-01020/0.7,HR 7004,13828,1044883
094-01021/0.6,HR 7004,13828,1044925
094-01022/0.5,HR 6035,14596,1044967
094-01023/0.4,HR 6035,14596,1045009
094-01024/0.3,HR 7004,13828,1045051
094-01025/0.2,HR 6125,14596,1045093
094-01026/0.1,HR 7097,16900,1045135
094-01027/0.0,HR 6124,14340,1045177
094-01027/0.2,HR 6124,14852,1045219
094-01028/0.9,HR 7713,18180,1045261
094-01029/0.8,HR 7110,15876,1045303
094-01030/0.5,HR 6035,14340,1045345
094-01031/0.4,HR 18001,25604,1045387
094-01032/0.3,HR 7712,15108,1045430
094-01036/0.9,HR 6195,18692,1045472
094-01037/0.8,HR 7529,19204,1047589
094-01038/0.7,HR 7133,16900,1047631
094-01040/0.3,HR 7502,14084,1047673
094-01041/0.2,HR 7528,16132,1047715
094-01042/0.1,HR 7529,16388,1047757
094-01046/0.7,HR 6220,15620,1047799
094-01046/1.5,HR 6220,15364,1047841
094-01046/2.3,HR 6220,15108,1047883
094-01047/0.6,HR 6231,16132,1047925
094-01047/1.4,HR 6231,15876,1047967
094-01047/2.2,HR 6231,15620,1048009
094-01048/0.5,HR 7153,17156,1048051
094-01048/1.3,HR 7153,16900,1048093
094-01049/0.4,HR 6220,15620,1048135
094-01052/0.8,HR 6124,15876,1048177
094-01053/0.7,HR 18003,27908,1048219
094-01054/0.6,HR 7157,17668,1048262
094-01055/2.1,HR 6249,17412,1048304
094-01055/4.7,HR 6249,19460,1048346
094-01055/5.4,HR 6249,18948,1048388
094-01057/1.1,HR 7543,17156,1048430
094-01057/2.9,HR 7543,19460,1048472
094-01058/0.2,HR 6238,17412,1048514
094-01059/0.1,HR 6246,17156,1051699
094-01060/0.8,HR 7177,17924,1051741
094-01061/0.7,HR 6246,16900,1051783
094-01062/0.6,HR 7186,17924,1051825
094-01062/1.4,HR 7186,17668,1051867
094-01062/2.2,HR 7186,17412,1051909
094-01063/0.5,HR 7590,17668,1051951
094-01064/0.4,HR 6286,17924,1051993
094-01064/1.2,HR 6286,17668,1052035
094-01065/0.3,HR 7590,17668,1052077
094-01068/0.0,HR 6299,18948,1052119
094-01068/1.8,HR 6299,21252,1052161
094-01069/0.9,HR 7205,18436,1052203
094-01070/0.6,HR 7543,16900,1052245
094-01070/1.4,HR 7543,16644,1052287
094-01070/2.2,HR 7543,16388,1052329
094-01071/0.5,HR 6368,17924,1052371
094-01072/0.4,HR 7213,15364,1052413
094-01072/1.2,HR 7213,15108,1052455
094-01073/0.3,HR 6370,16132,1052497
094-01074/1.0,HR 6368,17668,1052539
094-01074/2.8,HR 6368,19972,1052581
094-01075/0.1,HR 6370,16132,1052623
094-01075/2.7,HR 6370,18180,1053760
094-01075/3.5,HR 6370,17924,1053802
094-01077/0.9,HR 7241,18180,1053844
094-01077/1.7,HR 7241,17924,1053886
094-01077/2.5,HR 7241,17668,1053928
094-01078/0.8,HR 7346,19716,1053970
094-01078/0.9,HR 7346,19972,1054012
094-01079/0.7,HR 7186,20228,1054054
094-01081/0.3,HR 7339,17412,1054096
094-01082/0.2,HR 8222,15364,1054138
094-01083/0.1,HR 7399,18948,1054180
094-01084/0.0,HR 8046,16388,1054222
094-01085/0.9,HR 8021,17156,1054264
094-01086/0.8,HR 7543,19204,1054306
094-01087/0.7,HR 8407,19204,1054348
094-01090/0.2,HR 8415,16132,1054390
094-01091/0.1,HR 8408,16644,1054432
094-01092/0.0,HR 8404,15620,1054474
094-01094/0.8,HR 8411,17668,1054516
